ad_id,title,link,image_url,scraped_at,location,price,property_type,property_condition,property_age,construction_status,delivery_date,property_standing,area_sqm,total_rooms,bedrooms,bathrooms,floor_level,orientation,floor_material,has_garden,has_terrace,has_garage,has_elevator,has_pool,has_air_conditioning,has_heating,has_equipped_kitchen,has_armored_door,has_concierge,has_double_glazing,has_european_living_room,has_fireplace,has_fridge,has_furniture,has_microwave,has_mountain_view,has_oven,has_parabolic_antenna,has_sea_view,has_security,has_storage_room,has_washing_machine,amenities_entre-seul,amenities_façade_extérieure
7678927,Vente d'un bel appartement à Hammamet. 3 pièces,https://www.mubawab.tn/fr/a/7678927/vente-d-un-bel-appartement-%C3%A0-hammamet-3-pi%C3%A8ces,https://www.mubawab-media.com/ad/7/678/927F/h/thumb_814847_property_xlarge_76060219.avif,2025-03-30T17:54:42.362391,"Hammamet, Hammamet",350000.0,Appartement,,,Nouveau,,,100.0,3.0,2.0,1.0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841017,Villa à Hammamet,https://www.mubawab.tn/fr/a/7841017/villa-%C3%A0-hammamet,https://www.mubawab-media.com/ad/7/841/017F/h/WhatsApp%20Image%202024-10-30%20%C3%A0%2017.53.19_755371c6_79766338.avif,2025-03-30T17:54:44.357995,"Hammamet, Hammamet",1180000.0,Villa,,,Nouveau,,,500.0,5.0,4.0,4.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7879688,Villa Hammamet,https://www.mubawab.tn/fr/a/7879688/villa-hammamet,https://www.mubawab-media.com/ad/7/879/688F/h/cce28654-75e7-454e-b78c-42fdb2a3f47b_79767768.avif,2025-03-30T17:54:46.816720,"Hammamet, Hammamet",540000.0,Villa,,,Bon état,,,165.0,5.0,4.0,2.0,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7678029,Appartement à Hammamet,https://www.mubawab.tn/fr/a/7678029/appartement-%C3%A0-hammamet,https://www.mubawab-media.com/ad/7/678/029F/h/IMG-20240605-WA0294_79484581.avif,2025-03-30T17:54:48.593459,"Hammamet, Hammamet",285000.0,Appartement,,,Nouveau,,,95.0,2.0,1.0,1.0,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7548642,Villa Hammamet,https://www.mubawab.tn/fr/a/7548642/villa-hammamet,https://www.mubawab-media.com/ad/7/548/642F/h/thumb_797734_property_xlarge_76058881.avif,2025-03-30T17:54:50.413469,"Hammamet, Hammamet",820000.0,Villa,,,Nouveau,,,275.0,5.0,4.0,3.0,,,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7842276,Villa a Hammamet,https://www.mubawab.tn/fr/a/7842276/villa-a-hammamet,https://www.mubawab-media.com/ad/7/842/276F/h/Image1_77099878.avif,2025-03-30T17:54:54.062757,"Hammamet Sud, Hammamet",840000.0,Villa,,,Nouveau,,,300.0,5.0,4.0,3.0,,,,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7785199,A Vendre appartement a Hammamet,https://www.mubawab.tn/fr/a/7785199/a-vendre-appartement-a-hammamet,https://www.mubawab-media.com/ad/7/785/199F/h/thumb_723202_property_xlarge_70828494.avif,2025-03-30T17:54:56.184688,"Hammamet, Hammamet",250000.0,Appartement,,,Bon état,,,75.0,3.0,2.0,1.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7861542,A vendre Villa a Hammamet,https://www.mubawab.tn/fr/a/7861542/a-vendre-villa-a-hammamet,https://www.mubawab-media.com/ad/7/861/542F/h/thumb_829223_property_xlarge_76059457.avif,2025-03-30T17:54:57.938461,"Hammamet, Hammamet",735000.0,Villa,,,Nouveau,,,202.0,5.0,4.0,3.0,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7635058,A vendre Villa a Hammamet,https://www.mubawab.tn/fr/a/7635058/a-vendre-villa-a-hammamet,https://www.mubawab-media.com/ad/7/635/058F/h/WhatsApp%20Image%202024-09-11%20%C3%A0%2016.44.44_ee28784f_78827128.avif,2025-03-30T17:54:59.536086,"Hammamet, Hammamet",1150000.0,Villa,,,Nouveau,,,450.0,5.0,4.0,4.0,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7891138,A vendre villa a hammamet centre ville,https://www.mubawab.tn/fr/a/7891138/a-vendre-villa-a-hammamet-centre-ville,https://www.mubawab-media.com/ad/7/891/138F/h/IMG-20240328-WA0025_71940561.avif,2025-03-30T17:55:03.410910,"Hammamet, Hammamet",820000.0,Villa,,,Bon état,,,250.0,5.0,4.0,3.0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7879010,Appartement a Hammamet,https://www.mubawab.tn/fr/a/7879010/appartement-a-hammamet,https://www.mubawab-media.com/ad/7/879/010F/h/WhatsApp%20Image%202024-03-01%20%C3%A0%2016.22.19_038a387f_69874966.avif,2025-03-30T17:55:05.003847,"Hammamet, Hammamet",350000.0,Appartement,,,Bon état,,,165.0,6.0,4.0,2.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7679617,A vendre a maison arabe Hammamet,https://www.mubawab.tn/fr/a/7679617/a-vendre-a-maison-arabe-hammamet,https://www.mubawab-media.com/ad/7/679/617F/h/IMG-20240904-WA0045_78767469.avif,2025-03-30T17:55:07.395106,"Hammamet, Hammamet",245000.0,Maison,,,Bon état,,,163.0,3.0,2.0,1.0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7903757,A vendre Appartement S2 à Hammamet,https://www.mubawab.tn/fr/a/7903757/a-vendre-appartement-s2-%C3%A0-hammamet,https://www.mubawab-media.com/ad/7/903/757F/h/IMG-20240917-WA0001_78842888.avif,2025-03-30T17:55:09.542937,"Hammamet, Hammamet",470000.0,Appartement,,,Bon état,,,129.0,3.0,2.0,1.0,,,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7780026,Appartement,https://www.mubawab.tn/fr/a/7780026/appartement,https://www.mubawab-media.com/ad/7/780/026F/h/WhatsApp%20Image%202022-09-27%20at%2009.30.38%20%282%29_56432076.avif,2025-03-30T17:55:11.745984,"Hammamet Nord, Hammamet",360000.0,Appartement,,,Bon état,,,220.0,3.0,2.0,1.0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7817399,A vendre villa a Hammamet sud,https://www.mubawab.tn/fr/a/7817399/a-vendre-villa-a-hammamet-sud,https://www.mubawab-media.com/ad/7/817/399F/h/Image1_60983181.avif,2025-03-30T17:55:13.141104,"Hammamet Sud, Hammamet",650000.0,Appartement,,,Nouveau,,,300.0,4.0,3.0,2.0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050799,Vente appartement Andalusia S2,https://www.mubawab.tn/fr/a/8050799/vente-appartement-andalusia-s2,https://www.mubawab-media.com/ad/8/050/799F/h/730ecd58-0c2e-412b-909d-7a5739ac5520_79365971.avif,2025-03-30T17:55:15.356973,"Hammamet, Hammamet",280000.0,Appartement,,,Nouveau,,,150.0,3.0,2.0,1.0,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
7939188,Immeuble INVEST Fratteli à Vendre à La Marsa,https://www.mubawab.tn/fr/a/7939188/immeuble-invest-fratteli-%C3%A0-vendre-%C3%A0-la-marsa,https://www.mubawab-media.com/ad/7/939/188F/h/IMG_20200714_142307_GF_77290863.avif,2025-03-30T17:55:17.195093,"La Marsa, La Marsa",900000.0,Appartement,,,Bon état,,,485.0,18.0,12.0,6.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109768,Villa à Vendre à Boumhal 1 min de l'autoroute,https://www.mubawab.tn/fr/a/8109768/villa-%C3%A0-vendre-%C3%A0-boumhal-1-min-de-l-autoroute,https://www.mubawab-media.com/ad/8/109/768F/h/Messenger_creation_983BFC7C-C2E5-4B8D-A6F3-3EE54F78AEA0_79941907.avif,2025-03-30T17:55:19.111229,"Bou Mhel, Boumhel Bassatine",775000.0,Villa,,1-5 ans,Nouveau,,,184.0,6.0,4.0,2.0,,Est,Marbre,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7930951,Vente villa Mago s4,https://www.mubawab.tn/fr/a/7930951/vente-villa-mago-s4,https://www.mubawab-media.com/ad/7/930/951F/h/441963870_472564158500623_6460584924221306975_n_76448243.avif,2025-03-30T17:55:20.835288,"Hammamet Sud, Hammamet",890000.0,Villa,,,Nouveau,,,485.0,5.0,4.0,2.0,,Sud,,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
7767802,Villa EL Bey à vendre à Gammarth Foret,https://www.mubawab.tn/fr/a/7767802/villa-el-bey-%C3%A0-vendre-%C3%A0-gammarth-foret,https://www.mubawab-media.com/ad/7/767/802F/h/dcd46945-bc3a-46b1-92c8-c8af9b675f83_GF_54881631.avif,2025-03-30T17:55:22.870435,"Gammarth, La Marsa",3600000.0,Villa,,,Bon état,,,1000.0,11.0,10.0,5.0,,,,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8101032,S1 en vente,https://www.mubawab.tn/fr/a/8101032/s1-en-vente,https://www.mubawab-media.com/ad/8/101/032F/h/gallery_79855619.avif,2025-03-30T17:55:24.526286,"Hammamet Nord, Hammamet",190000.0,Appartement,,,,,,56.0,,,,,,,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
8097853,S1 en vente,https://www.mubawab.tn/fr/a/8097853/s1-en-vente,https://www.mubawab-media.com/ad/8/097/853F/h/gallery_79825256.avif,2025-03-30T17:55:26.843187,"Hammamet Nord, Hammamet",235000.0,Appartement,,,,,,55.0,,,,,,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8077553,A Vendre à Villa très bon Emplacement de COIN,https://www.mubawab.tn/fr/a/8077553/a-vendre-%C3%A0-villa-tr%C3%A8s-bon-emplacement-de-coin,https://www.mubawab-media.com/ad/8/077/553F/h/thumb_992486_property_large_79629218.avif,2025-03-30T17:55:29.050485,"Cité de la Plage, Hammam Sousse",1400000.0,Villa,,10-20 ans,Bon état,,,594.0,4.0,3.0,2.0,,,Carrelage,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7854984,Bel appartement à vendre à Chotrana 1.3 belles chambres. Cui...,https://www.mubawab.tn/fr/pa/7854984/bel-appartement-%C3%A0-vendre-%C3%A0-chotrana-1-3-belles-chambres-cuisine-bien-%C3%A9quip%C3%A9e,https://www.mubawab-media.com/ad/7/854/984F/h/entre-tulip-residence-2D41EAC24-9A85-D149-148D-DFCB0FEF10DA_66602246_66603047.avif,2025-03-30T17:55:35.634384,"Chotrana 1, La Soukra",,Appartement,,,En cours de construction,mars 2025,Haut standing,158.0,4.0,3.0,3.0,1.0,,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7809702,A Vendre un Appartement S3 à La nouvelle médina,https://www.mubawab.tn/fr/pa/7809702/a-vendre-un-appartement-s3-%C3%A0-la-nouvelle-m%C3%A9dina,https://www.mubawab-media.com/ad/7/809/702F/h/dfbdfgfb_61160199.avif,2025-03-30T17:55:37.253466,Nouvelle Medina,310000.0,Appartement,,Moins d'un an,En cours de construction,juin 2025,Haut standing,132.0,4.0,3.0,2.0,2.0,Est,Marbre,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7789551,Appartement à l'achat à El Mourouj 6. Surface totale 112 m²,https://www.mubawab.tn/fr/pa/7789551/appartement-%C3%A0-l-achat-%C3%A0-el-mourouj-6-surface-totale-112-m%C2%B2,https://www.mubawab-media.com/ad/7/789/551F/h/04_57666334.avif,2025-03-30T17:55:38.974156,"El Mourouj 6, El Mourouj",,Appartement,,Moins d'un an,Finalisé,novembre 2024,Haut standing,112.0,3.0,2.0,1.0,1.0,,Marbre,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
7999776,Vente d'un bel appartement S2 à Cité el Ghazela,https://www.mubawab.tn/fr/pa/7999776/vente-d-un-bel-appartement-s2-%C3%A0-cit%C3%A9-el-ghazela,https://www.mubawab-media.com/ad/7/999/776F/h/RENDU11_78855986.avif,2025-03-30T17:55:41.195615,"Cité el Ghazela, Raoued",374400.0,Appartement,,Moins d'un an,En cours de construction,mars 2027,Haut standing,89.0,3.0,2.0,1.0,,,,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
7809381,A vendre Un S2 à la nouvelle médina,https://www.mubawab.tn/fr/pa/7809381/a-vendre-un-s2-%C3%A0-la-nouvelle-m%C3%A9dina,https://www.mubawab-media.com/ad/7/809/381F/h/IM09_61159761.avif,2025-03-30T17:55:43.177468,Nouvelle Medina,324000.0,Appartement,,Moins d'un an,En cours de construction,juin 2025,Haut standing,169.0,3.0,2.0,2.0,1.0,Est,Marbre,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7895143,Un magnifique S0 à EVOLO aux Jardins de carthage,https://www.mubawab.tn/fr/pa/7895143/un-magnifique-s0-%C3%A0-evolo-aux-jardins-de-carthage,https://www.mubawab-media.com/ad/7/895/143F/h/9_72776371.avif,2025-03-30T17:55:47.110238,"Les Jardins de Carthage, Le Kram",350000.0,Appartement,,Moins d'un an,Finalisé,,Haut standing,30.0,1.0,1.0,1.0,,,Parquet,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1
7941756,S2 neuf à the garden boumhal,https://www.mubawab.tn/fr/pa/7941756/s2-neuf-%C3%A0-the-garden-boumhal,https://www.mubawab-media.com/ad/7/941/756F/h/IMG_0225_79619537.avif,2025-03-30T17:55:50.784860,"Bou Mhel, Boumhel Bassatine",424775.0,Appartement,,,Finalisé,,Haut standing,111.0,3.0,2.0,2.0,1.0,,,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8107535,A vendre appartement s3 de haut standing a tantana,https://www.mubawab.tn/fr/a/8107535/a-vendre-appartement-s3-de-haut-standing-a-tantana,https://www.mubawab-media.com/ad/8/107/535F/h/21_79920493.avif,2025-03-30T17:55:52.385844,"Tantana, Akouda",576000.0,Appartement,,Moins d'un an,Nouveau,,,164.0,4.0,3.0,2.0,6.0,,,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8099783,A Vendre Appartement S3 à Panorama,https://www.mubawab.tn/fr/a/8099783/a-vendre-appartement-s3-%C3%A0-panorama,https://www.mubawab-media.com/ad/8/099/783F/h/MODELE%202_79843508.avif,2025-03-30T17:55:54.860033,"Sousse Corniche, Sousse Ville",250000.0,Appartement,,,Bon état,,,105.0,4.0,3.0,2.0,1.0,,,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8017268,A vendre Villa S3 sur deux niveaux à Bouhsina,https://www.mubawab.tn/fr/a/8017268/a-vendre-villa-s3-sur-deux-niveaux-%C3%A0-bouhsina,https://www.mubawab-media.com/ad/8/017/268F/h/thumb_917024_property_large_79036300.avif,2025-03-30T17:55:57.295015,"Bouhssina, Sousse Ville",550000.0,Villa,,,Bon état,,,240.0,8.0,6.0,2.0,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104146,A Vendre Appartement S2 vue mer à AKOUDA,https://www.mubawab.tn/fr/a/8104146/a-vendre-appartement-s2-vue-mer-%C3%A0-akouda,https://www.mubawab-media.com/ad/8/104/146F/h/Rouge%20blanc%20simple%20professionnel%20immobilier%20flyer%20%281%29_79886313.avif,2025-03-30T17:55:59.366956,"Akouda, Akouda",210000.0,Appartement,,,Nouveau,,,110.0,3.0,2.0,1.0,,,,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8053570,A vendre une villa de luxe à Gammarth,https://www.mubawab.tn/fr/a/8053570/a-vendre-une-villa-de-luxe-%C3%A0-gammarth,https://www.mubawab-media.com/ad/8/053/570F/h/thumb_962458_property_large_79394357.avif,2025-03-30T17:56:01.520182,"Gammarth Supérieur, La Marsa",2100000.0,Maison,,,Nouveau,,,289.0,3.0,3.0,1.0,,,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099874,Appartement s1 direct promoteur,https://www.mubawab.tn/fr/a/8099874/appartement-s1-direct-promoteur,https://www.mubawab-media.com/ad/8/099/874F/h/1000090620_79844374.avif,2025-03-30T17:56:03.394616,"Les Jardins de Carthage, Le Kram",348500.0,Appartement,,Moins d'un an,Nouveau,,,67.0,2.0,1.0,1.0,,,Marbre,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8109743,À vendre appartement S3 à riadh landalous,https://www.mubawab.tn/fr/a/8109743/%C3%A0-vendre-appartement-s3-%C3%A0-riadh-landalous,https://www.mubawab-media.com/ad/8/109/743F/h/thumb_1036879_property_large_79941681.avif,2025-03-30T17:56:04.861777,"Riadh al Andalous, Ariana Ville",460000.0,Appartement,,,Nouveau,,,150.0,3.0,3.0,1.0,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8036826,Appartement S1 Direct Promoteur à La Soukra,https://www.mubawab.tn/fr/a/8036826/appartement-s1-direct-promoteur-%C3%A0-la-soukra,https://www.mubawab-media.com/ad/8/036/826F/h/thumb_951592_property_xlarge_79226330.avif,2025-03-30T17:56:06.581659,"Ain Zaghouan Nord, La Marsa",312000.0,Appartement,,Moins d'un an,Nouveau,,,77.0,2.0,2.0,1.0,,,Marbre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8108486,Maison d'hôte a vendre,https://www.mubawab.tn/fr/a/8108486/maison-d-h%C3%B4te-a-vendre,https://www.mubawab-media.com/ad/8/108/486F/h/WhatsApp%20Image%202025-03-13%20%C3%A0%2013.42.59_8eff9610_resultat_79940981.avif,2025-03-30T17:56:08.208005,"Zone touristique, Midoun",,Villa,,,Bon état,,,4000.0,15.0,10.0,11.0,,,,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
8109671,Appartement S4 de 228 m² Jardins de Carthage,https://www.mubawab.tn/fr/a/8109671/appartement-s4-de-228-m%C2%B2-jardins-de-carthage,https://www.mubawab-media.com/ad/8/109/671F/h/PHOTO-2024-11-20-10-13-51-6_79940908.avif,2025-03-30T17:56:10.368613,"Carthage, Carthage",735000.0,Appartement,,,Bon état,,,228.0,5.0,4.0,1.0,5.0,,,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8109561,S1 en vente,https://www.mubawab.tn/fr/a/8109561/s1-en-vente,https://www.mubawab-media.com/ad/8/109/561F/h/gallery_79939827.avif,2025-03-30T17:56:16.529371,"La Soukra, La Soukra",195000.0,Appartement,,,,,,55.0,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8109532,Àv appartement S3 Ain Zaghouane,https://www.mubawab.tn/fr/a/8109532/%C3%A0v-appartement-s3-ain-zaghouane,https://www.mubawab-media.com/ad/8/109/532F/h/Messenger_creation_151F89EE-C330-4AC9-9F0B-CE3C5C71E23D_79939583.avif,2025-03-30T17:56:18.977810,"Ain Zaghouan Nord, La Marsa",315000.0,Appartement,,10-20 ans,Bon état,,,146.0,1.0,4.0,1.0,2.0,Est,Carrelage,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8071046,Appartement S1 à vendre Jardin de Carthage,https://www.mubawab.tn/fr/a/8071046/appartement-s1-%C3%A0-vendre-jardin-de-carthage,https://www.mubawab-media.com/ad/8/071/046F/h/IMG-20250220-WA0005_79858397.avif,2025-03-30T17:56:20.664783,"Les Jardins de Carthage, Le Kram",400000.0,Appartement,,,Bon état,,,100.0,2.0,1.0,1.0,,,,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
7918571,Villa S3 jumelée avec piscine à La Soukra,https://www.mubawab.tn/fr/a/7918571/villa-s3-jumel%C3%A9e-avec-piscine-%C3%A0-la-soukra,https://www.mubawab-media.com/ad/7/918/571F/h/thumb_933619_property_xlarge_79087314.avif,2025-03-30T17:56:25.321258,"La Soukra, La Soukra",900000.0,Villa,,,Nouveau,,,227.0,4.0,3.0,4.0,,,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8073277,A vendre un Duplex en S3 aux Jardins de Carthage,https://www.mubawab.tn/fr/a/8073277/a-vendre-un-duplex-en-s3-aux-jardins-de-carthage,https://www.mubawab-media.com/ad/8/073/277F/h/thumb_991746_property_large_79587329.avif,2025-03-30T17:56:26.973751,"Les Jardins de Carthage, Le Kram",770000.0,Appartement,,,Nouveau,,,215.0,4.0,3.0,2.0,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7883994,Appartement s2 a vendre,https://www.mubawab.tn/fr/a/7883994/appartement-s2-a-vendre,https://www.mubawab-media.com/ad/7/883/994F/h/344275448_561788229357465_8434687320809915758_n_70750049.avif,2025-03-30T17:56:28.436747,"La Marsa, La Marsa",550000.0,Appartement,,1-5 ans,Nouveau,,,176.0,3.0,2.0,2.0,,,,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1
8098126,Un appartement neuf à ain zaghouan,https://www.mubawab.tn/fr/a/8098126/un-appartement-neuf-%C3%A0-ain-zaghouan,https://www.mubawab-media.com/ad/8/098/126F/h/473772713_1510340299645009_3872911771178024646_n_79827647.avif,2025-03-30T17:56:30.998853,"Ain Zaghouan Nord, La Marsa",330000.0,Appartement,,,Nouveau,,,63.0,2.0,1.0,1.0,,,,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
8109422,Apparemment s1 luxueux,https://www.mubawab.tn/fr/a/8109422/apparemment-s1-luxueux,https://www.mubawab-media.com/ad/8/109/422F/h/Screenshot_20250118-182539_Facebook_79938450.avif,2025-03-30T17:56:32.646111,"Cité Bou Mhel, Boumhel Bassatine",240000.0,Appartement,,Moins d'un an,Nouveau,,,63.0,1.0,1.0,1.0,2.0,,Marbre,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8109415,Maison 160m² avec véranda et patios,https://www.mubawab.tn/fr/a/8109415/maison-160m%C2%B2-avec-v%C3%A9randa-et-patios,https://www.mubawab-media.com/ad/8/109/415F/h/IMG-20250314-WA0088_79938391.avif,2025-03-30T17:56:36.904094,"Kélibia, Kélibia",240000.0,Maison,,10-20 ans,Bon état,,,110.0,6.0,3.0,1.0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7764537,"NKhilette, vente d'un S2 RDC طابق أرضي",https://www.mubawab.tn/fr/a/7764537/nkhilette-vente-d-un-s2-rdc-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A3%D8%B1%D8%B6%D9%8A,https://www.mubawab-media.com/ad/7/764/537F/h/Img001_74818969.avif,2025-03-30T17:56:39.542630,"Cité Ennkhilet, Raoued",230000.0,Appartement,,,Bon état,,,108.0,3.0,3.0,1.0,,,Marbre,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8103844,Sidi thabet vente d'une maison,https://www.mubawab.tn/fr/a/8103844/sidi-thabet-vente-d-une-maison,https://www.mubawab-media.com/ad/8/103/844F/h/img013_79883400.avif,2025-03-30T17:56:41.889014,"Sidi Thabet, Sidi Thabet",470000.0,Maison,,1-5 ans,Bon état,,,170.0,4.0,4.0,2.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8053654,Appartement à vendre à Rades A 2 11,https://www.mubawab.tn/fr/pa/8053654/appartement-%C3%A0-vendre-%C3%A0-rades-a-2-11,https://www.mubawab-media.com/ad/8/053/654F/h/S%2B1%20A-2-11%20Hall_79459880.avif,2025-03-30T17:56:50.230232,"Radès, Rades",,Appartement,,Moins d'un an,En cours de construction,janvier 2026,Haut standing,78.0,2.0,1.0,1.0,,,Marbre,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8018828,Appartement en vente à La Soukra,https://www.mubawab.tn/fr/pa/8018828/appartement-en-vente-%C3%A0-la-soukra,https://www.mubawab-media.com/ad/8/018/828F/h/IMG_6455_79161661.avif,2025-03-30T17:56:52.396629,"La Soukra, La Soukra",,Appartement,,,En cours de construction,décembre 2025,Haut standing,112.0,3.0,2.0,1.0,,,,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8029541,Appartement à l'achat à Ain Zaghouan Nord. Surface totale 57...,https://www.mubawab.tn/fr/pa/8029541/appartement-%C3%A0-l-achat-%C3%A0-ain-zaghouan-nord-surface-totale-57-m%C2%B2,https://www.mubawab-media.com/ad/8/029/541F/h/IMG_6636_79162881.avif,2025-03-30T17:56:54.900210,"Ain Zaghouan Nord, La Marsa",,Appartement,,,En cours de construction,,Haut standing,57.0,2.0,1.0,1.0,,,,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
8082578,Vente villa de luxe à Cité Rmila 2.6 chambres agréables. Cha...,https://www.mubawab.tn/fr/a/8082578/vente-villa-de-luxe-%C3%A0-cit%C3%A9-rmila-2-6-chambres-agr%C3%A9ables-chauffage-central-et-porte-blind%C3%A9e,https://www.mubawab-media.com/ad/8/082/578F/h/photo_00_79678464.avif,2025-03-30T17:56:56.798107,"Cité Rmila 2, La Marsa",1650000.0,Villa,,5-10 ans,Nouveau,,,426.0,,6.0,4.0,,Est,Marbre,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
7907255,Villa apollo,https://www.mubawab.tn/fr/a/7907255/villa-apollo,https://www.mubawab-media.com/ad/7/907/255F/h/thumb_919727_property_xlarge_78986518.avif,2025-03-30T17:56:59.349506,"Hammamet, Hammamet",970000.0,Villa,,Moins d'un an,Nouveau,,,800.0,5.0,4.0,4.0,,,,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
